### Module positions - created on 2025-05-16 23:31
### Printed by pcb_positions plugin
## Unit = mm, Angle = deg.
## Pcb Height 0.000mm, Pcb Width 0.000mm [based on Edge bounding box]
## Side : top
## Board Aux Origin: 0.000mm ,0.000mm
# Ref         Val                 Package                       PosX       PosY       Pin1_PosX  Pin1_PosY    Rot     Side      Type
J448          Conn_01x01 H        single_pin                    205.7400   -119.3800  205.7400   -119.3800     0.0    top       SMD
J518          Conn_01x01 H        single_pin                    223.5200   -119.3800  223.5200   -119.3800     0.0    top       SMD
J568          Conn_01x01 H        single_pin                    236.2200   -119.3800  236.2200   -119.3800     0.0    top       SMD
J398          Conn_01x01 H        single_pin                    193.0400   -119.3800  193.0400   -119.3800     0.0    top       SMD
J558          Conn_01x01 H        single_pin                    233.6800   -119.3800  233.6800   -119.3800     0.0    top       SMD
J613          Conn_01x01 C        single_pin                    248.9200   -101.6000  248.9200   -101.6000     0.0    top       SMD
J618          Conn_01x01 H        single_pin                    248.9200   -119.3800  248.9200   -119.3800     0.0    top       SMD
J273          Conn_01x01 C        single_pin                    162.5600   -101.6000  162.5600   -101.6000     0.0    top       SMD
J498          Conn_01x01 H        single_pin                    218.4400   -119.3800  218.4400   -119.3800     0.0    top       SMD
J468          Conn_01x01 H        single_pin                    210.8200   -119.3800  210.8200   -119.3800     0.0    top       SMD
J463          Conn_01x01 C        single_pin                    210.8200   -101.6000  210.8200   -101.6000     0.0    top       SMD
J98           Conn_01x01 H        single_pin                    116.8400   -119.3800  116.8400   -119.3800     0.0    top       SMD
J443          Conn_01x01 C        single_pin                    205.7400   -101.6000  205.7400   -101.6000     0.0    top       SMD
J554          Conn_01x01 D        single_pin                    233.6800   -104.1400  233.6800   -104.1400     0.0    top       SMD
J514          Conn_01x01 D        single_pin                    223.5200   -104.1400  223.5200   -104.1400     0.0    top       SMD
J274          Conn_01x01 D        single_pin                    162.5600   -104.1400  162.5600   -104.1400     0.0    top       SMD
J474          Conn_01x01 D        single_pin                    213.3600   -104.1400  213.3600   -104.1400     0.0    top       SMD
J469          Conn_01x01 I        single_pin                    210.8200   -121.9200  210.8200   -121.9200     0.0    top       SMD
J559          Conn_01x01 I        single_pin                    233.6800   -121.9200  233.6800   -121.9200     0.0    top       SMD
J479          Conn_01x01 I        single_pin                    213.3600   -121.9200  213.3600   -121.9200     0.0    top       SMD
J569          Conn_01x01 I        single_pin                    236.2200   -121.9200  236.2200   -121.9200     0.0    top       SMD
J279          Conn_01x01 I        single_pin                    162.5600   -121.9200  162.5600   -121.9200     0.0    top       SMD
J494          Conn_01x01 D        single_pin                    218.4400   -104.1400  218.4400   -104.1400     0.0    top       SMD
J99           Conn_01x01 I        single_pin                    116.8400   -121.9200  116.8400   -121.9200     0.0    top       SMD
J499          Conn_01x01 I        single_pin                    218.4400   -121.9200  218.4400   -121.9200     0.0    top       SMD
J399          Conn_01x01 I        single_pin                    193.0400   -121.9200  193.0400   -121.9200     0.0    top       SMD
J394          Conn_01x01 D        single_pin                    193.0400   -104.1400  193.0400   -104.1400     0.0    top       SMD
J449          Conn_01x01 I        single_pin                    205.7400   -121.9200  205.7400   -121.9200     0.0    top       SMD
J464          Conn_01x01 D        single_pin                    210.8200   -104.1400  210.8200   -104.1400     0.0    top       SMD
J614          Conn_01x01 D        single_pin                    248.9200   -104.1400  248.9200   -104.1400     0.0    top       SMD
J564          Conn_01x01 D        single_pin                    236.2200   -104.1400  236.2200   -104.1400     0.0    top       SMD
J444          Conn_01x01 D        single_pin                    205.7400   -104.1400  205.7400   -104.1400     0.0    top       SMD
J519          Conn_01x01 I        single_pin                    223.5200   -121.9200  223.5200   -121.9200     0.0    top       SMD
J619          Conn_01x01 I        single_pin                    248.9200   -121.9200  248.9200   -121.9200     0.0    top       SMD
J475          Conn_01x01 E        single_pin                    213.3600   -106.6800  213.3600   -106.6800     0.0    top       SMD
J560          Conn_01x01 J        single_pin                    233.6800   -124.4600  233.6800   -124.4600     0.0    top       SMD
J445          Conn_01x01 E        single_pin                    205.7400   -106.6800  205.7400   -106.6800     0.0    top       SMD
J615          Conn_01x01 E        single_pin                    248.9200   -106.6800  248.9200   -106.6800     0.0    top       SMD
J555          Conn_01x01 E        single_pin                    233.6800   -106.6800  233.6800   -106.6800     0.0    top       SMD
J620          Conn_01x01 J        single_pin                    248.9200   -124.4600  248.9200   -124.4600     0.0    top       SMD
J395          Conn_01x01 E        single_pin                    193.0400   -106.6800  193.0400   -106.6800     0.0    top       SMD
J100          Conn_01x01 J        single_pin                    116.8400   -124.4600  116.8400   -124.4600     0.0    top       SMD
J275          Conn_01x01 E        single_pin                    162.5600   -106.6800  162.5600   -106.6800     0.0    top       SMD
J500          Conn_01x01 J        single_pin                    218.4400   -124.4600  218.4400   -124.4600     0.0    top       SMD
J280          Conn_01x01 J        single_pin                    162.5600   -124.4600  162.5600   -124.4600     0.0    top       SMD
J470          Conn_01x01 J        single_pin                    210.8200   -124.4600  210.8200   -124.4600     0.0    top       SMD
J515          Conn_01x01 E        single_pin                    223.5200   -106.6800  223.5200   -106.6800     0.0    top       SMD
J465          Conn_01x01 E        single_pin                    210.8200   -106.6800  210.8200   -106.6800     0.0    top       SMD
J400          Conn_01x01 J        single_pin                    193.0400   -124.4600  193.0400   -124.4600     0.0    top       SMD
J570          Conn_01x01 J        single_pin                    236.2200   -124.4600  236.2200   -124.4600     0.0    top       SMD
J480          Conn_01x01 J        single_pin                    213.3600   -124.4600  213.3600   -124.4600     0.0    top       SMD
J495          Conn_01x01 E        single_pin                    218.4400   -106.6800  218.4400   -106.6800     0.0    top       SMD
J450          Conn_01x01 J        single_pin                    205.7400   -124.4600  205.7400   -124.4600     0.0    top       SMD
J520          Conn_01x01 J        single_pin                    223.5200   -124.4600  223.5200   -124.4600     0.0    top       SMD
J565          Conn_01x01 E        single_pin                    236.2200   -106.6800  236.2200   -106.6800     0.0    top       SMD
J46           Conn_01x01 F        single_pin                    104.1400   -114.3000  104.1400   -114.3000     0.0    top       SMD
J331          Conn_01x01 A        single_pin                    177.8000   -96.5200   177.8000   -96.5200      0.0    top       SMD
J66           Conn_01x01 F        single_pin                    109.2200   -114.3000  109.2200   -114.3000     0.0    top       SMD
J406          Conn_01x01 F        single_pin                    195.5800   -114.3000  195.5800   -114.3000     0.0    top       SMD
J381          Conn_01x01 A        single_pin                    190.5000   -96.5200   190.5000   -96.5200      0.0    top       SMD
J531          Conn_01x01 A        single_pin                    228.6000   -96.5200   228.6000   -96.5200      0.0    top       SMD
J536          Conn_01x01 F        single_pin                    228.6000   -114.3000  228.6000   -114.3000     0.0    top       SMD
J336          Conn_01x01 F        single_pin                    177.8000   -114.3000  177.8000   -114.3000     0.0    top       SMD
J126          Conn_01x01 F        single_pin                    124.4600   -114.3000  124.4600   -114.3000     0.0    top       SMD
J386          Conn_01x01 F        single_pin                    190.5000   -114.3000  190.5000   -114.3000     0.0    top       SMD
J121          Conn_01x01 A        single_pin                    124.4600   -96.5200   124.4600   -96.5200      0.0    top       SMD
J401          Conn_01x01 A        single_pin                    195.5800   -96.5200   195.5800   -96.5200      0.0    top       SMD
J61           Conn_01x01 A        single_pin                    109.2200   -96.5200   109.2200   -96.5200      0.0    top       SMD
J41           Conn_01x01 A        single_pin                    104.1400   -96.5200   104.1400   -96.5200      0.0    top       SMD
J402          Conn_01x01 B        single_pin                    195.5800   -99.0600   195.5800   -99.0600      0.0    top       SMD
J42           Conn_01x01 B        single_pin                    104.1400   -99.0600   104.1400   -99.0600      0.0    top       SMD
J62           Conn_01x01 B        single_pin                    109.2200   -99.0600   109.2200   -99.0600      0.0    top       SMD
J382          Conn_01x01 B        single_pin                    190.5000   -99.0600   190.5000   -99.0600      0.0    top       SMD
J67           Conn_01x01 G        single_pin                    109.2200   -116.8400  109.2200   -116.8400     0.0    top       SMD
J122          Conn_01x01 B        single_pin                    124.4600   -99.0600   124.4600   -99.0600      0.0    top       SMD
J407          Conn_01x01 G        single_pin                    195.5800   -116.8400  195.5800   -116.8400     0.0    top       SMD
J337          Conn_01x01 G        single_pin                    177.8000   -116.8400  177.8000   -116.8400     0.0    top       SMD
J127          Conn_01x01 G        single_pin                    124.4600   -116.8400  124.4600   -116.8400     0.0    top       SMD
J332          Conn_01x01 B        single_pin                    177.8000   -99.0600   177.8000   -99.0600      0.0    top       SMD
J387          Conn_01x01 G        single_pin                    190.5000   -116.8400  190.5000   -116.8400     0.0    top       SMD
J532          Conn_01x01 B        single_pin                    228.6000   -99.0600   228.6000   -99.0600      0.0    top       SMD
J47           Conn_01x01 G        single_pin                    104.1400   -116.8400  104.1400   -116.8400     0.0    top       SMD
J537          Conn_01x01 G        single_pin                    228.6000   -116.8400  228.6000   -116.8400     0.0    top       SMD
J338          Conn_01x01 H        single_pin                    177.8000   -119.3800  177.8000   -119.3800     0.0    top       SMD
J123          Conn_01x01 C        single_pin                    124.4600   -101.6000  124.4600   -101.6000     0.0    top       SMD
J538          Conn_01x01 H        single_pin                    228.6000   -119.3800  228.6000   -119.3800     0.0    top       SMD
J68           Conn_01x01 H        single_pin                    109.2200   -119.3800  109.2200   -119.3800     0.0    top       SMD
J388          Conn_01x01 H        single_pin                    190.5000   -119.3800  190.5000   -119.3800     0.0    top       SMD
J43           Conn_01x01 C        single_pin                    104.1400   -101.6000  104.1400   -101.6000     0.0    top       SMD
J383          Conn_01x01 C        single_pin                    190.5000   -101.6000  190.5000   -101.6000     0.0    top       SMD
J408          Conn_01x01 H        single_pin                    195.5800   -119.3800  195.5800   -119.3800     0.0    top       SMD
J48           Conn_01x01 H        single_pin                    104.1400   -119.3800  104.1400   -119.3800     0.0    top       SMD
J403          Conn_01x01 C        single_pin                    195.5800   -101.6000  195.5800   -101.6000     0.0    top       SMD
J533          Conn_01x01 C        single_pin                    228.6000   -101.6000  228.6000   -101.6000     0.0    top       SMD
J63           Conn_01x01 C        single_pin                    109.2200   -101.6000  109.2200   -101.6000     0.0    top       SMD
J333          Conn_01x01 C        single_pin                    177.8000   -101.6000  177.8000   -101.6000     0.0    top       SMD
J128          Conn_01x01 H        single_pin                    124.4600   -119.3800  124.4600   -119.3800     0.0    top       SMD
J539          Conn_01x01 I        single_pin                    228.6000   -121.9200  228.6000   -121.9200     0.0    top       SMD
J404          Conn_01x01 D        single_pin                    195.5800   -104.1400  195.5800   -104.1400     0.0    top       SMD
J334          Conn_01x01 D        single_pin                    177.8000   -104.1400  177.8000   -104.1400     0.0    top       SMD
J44           Conn_01x01 D        single_pin                    104.1400   -104.1400  104.1400   -104.1400     0.0    top       SMD
J69           Conn_01x01 I        single_pin                    109.2200   -121.9200  109.2200   -121.9200     0.0    top       SMD
J534          Conn_01x01 D        single_pin                    228.6000   -104.1400  228.6000   -104.1400     0.0    top       SMD
J389          Conn_01x01 I        single_pin                    190.5000   -121.9200  190.5000   -121.9200     0.0    top       SMD
J64           Conn_01x01 D        single_pin                    109.2200   -104.1400  109.2200   -104.1400     0.0    top       SMD
J124          Conn_01x01 D        single_pin                    124.4600   -104.1400  124.4600   -104.1400     0.0    top       SMD
J129          Conn_01x01 I        single_pin                    124.4600   -121.9200  124.4600   -121.9200     0.0    top       SMD
J409          Conn_01x01 I        single_pin                    195.5800   -121.9200  195.5800   -121.9200     0.0    top       SMD
J384          Conn_01x01 D        single_pin                    190.5000   -104.1400  190.5000   -104.1400     0.0    top       SMD
J49           Conn_01x01 I        single_pin                    104.1400   -121.9200  104.1400   -121.9200     0.0    top       SMD
J339          Conn_01x01 I        single_pin                    177.8000   -121.9200  177.8000   -121.9200     0.0    top       SMD
J385          Conn_01x01 E        single_pin                    190.5000   -106.6800  190.5000   -106.6800     0.0    top       SMD
J50           Conn_01x01 J        single_pin                    104.1400   -124.4600  104.1400   -124.4600     0.0    top       SMD
J340          Conn_01x01 J        single_pin                    177.8000   -124.4600  177.8000   -124.4600     0.0    top       SMD
J410          Conn_01x01 J        single_pin                    195.5800   -124.4600  195.5800   -124.4600     0.0    top       SMD
J130          Conn_01x01 J        single_pin                    124.4600   -124.4600  124.4600   -124.4600     0.0    top       SMD
J535          Conn_01x01 E        single_pin                    228.6000   -106.6800  228.6000   -106.6800     0.0    top       SMD
J45           Conn_01x01 E        single_pin                    104.1400   -106.6800  104.1400   -106.6800     0.0    top       SMD
J540          Conn_01x01 J        single_pin                    228.6000   -124.4600  228.6000   -124.4600     0.0    top       SMD
J335          Conn_01x01 E        single_pin                    177.8000   -106.6800  177.8000   -106.6800     0.0    top       SMD
J405          Conn_01x01 E        single_pin                    195.5800   -106.6800  195.5800   -106.6800     0.0    top       SMD
J70           Conn_01x01 J        single_pin                    109.2200   -124.4600  109.2200   -124.4600     0.0    top       SMD
J125          Conn_01x01 E        single_pin                    124.4600   -106.6800  124.4600   -106.6800     0.0    top       SMD
J65           Conn_01x01 E        single_pin                    109.2200   -106.6800  109.2200   -106.6800     0.0    top       SMD
J390          Conn_01x01 J        single_pin                    190.5000   -124.4600  190.5000   -124.4600     0.0    top       SMD
J431          Conn_01x01 A        single_pin                    203.2000   -96.5200   203.2000   -96.5200      0.0    top       SMD
J216          Conn_01x01 F        single_pin                    147.3200   -114.3000  147.3200   -114.3000     0.0    top       SMD
J51           Conn_01x01 A        single_pin                    106.6800   -96.5200   106.6800   -96.5200      0.0    top       SMD
J361          Conn_01x01 A        single_pin                    185.4200   -96.5200   185.4200   -96.5200      0.0    top       SMD
J526          Conn_01x01 F        single_pin                    226.0600   -114.3000  226.0600   -114.3000     0.0    top       SMD
J366          Conn_01x01 F        single_pin                    185.4200   -114.3000  185.4200   -114.3000     0.0    top       SMD
J211          Conn_01x01 A        single_pin                    147.3200   -96.5200   147.3200   -96.5200      0.0    top       SMD
J541          Conn_01x01 A        single_pin                    231.1400   -96.5200   231.1400   -96.5200      0.0    top       SMD
J626          Conn_01x01 F        single_pin                    251.4600   -114.3000  251.4600   -114.3000     0.0    top       SMD
J546          Conn_01x01 F        single_pin                    231.1400   -114.3000  231.1400   -114.3000     0.0    top       SMD
J436          Conn_01x01 F        single_pin                    203.2000   -114.3000  203.2000   -114.3000     0.0    top       SMD
J371          Conn_01x01 A        single_pin                    187.9600   -96.5200   187.9600   -96.5200      0.0    top       SMD
J376          Conn_01x01 F        single_pin                    187.9600   -114.3000  187.9600   -114.3000     0.0    top       SMD
J231          Conn_01x01 A        single_pin                    152.4000   -96.5200   152.4000   -96.5200      0.0    top       SMD
J621          Conn_01x01 A        single_pin                    251.4600   -96.5200   251.4600   -96.5200      0.0    top       SMD
J411          Conn_01x01 A        single_pin                    198.1200   -96.5200   198.1200   -96.5200      0.0    top       SMD
J236          Conn_01x01 F        single_pin                    152.4000   -114.3000  152.4000   -114.3000     0.0    top       SMD
J416          Conn_01x01 F        single_pin                    198.1200   -114.3000  198.1200   -114.3000     0.0    top       SMD
J521          Conn_01x01 A        single_pin                    226.0600   -96.5200   226.0600   -96.5200      0.0    top       SMD
J56           Conn_01x01 F        single_pin                    106.6800   -114.3000  106.6800   -114.3000     0.0    top       SMD
J627          Conn_01x01 G        single_pin                    251.4600   -116.8400  251.4600   -116.8400     0.0    top       SMD
J417          Conn_01x01 G        single_pin                    198.1200   -116.8400  198.1200   -116.8400     0.0    top       SMD
J52           Conn_01x01 B        single_pin                    106.6800   -99.0600   106.6800   -99.0600      0.0    top       SMD
J527          Conn_01x01 G        single_pin                    226.0600   -116.8400  226.0600   -116.8400     0.0    top       SMD
J217          Conn_01x01 G        single_pin                    147.3200   -116.8400  147.3200   -116.8400     0.0    top       SMD
J57           Conn_01x01 G        single_pin                    106.6800   -116.8400  106.6800   -116.8400     0.0    top       SMD
J542          Conn_01x01 B        single_pin                    231.1400   -99.0600   231.1400   -99.0600      0.0    top       SMD
J377          Conn_01x01 G        single_pin                    187.9600   -116.8400  187.9600   -116.8400     0.0    top       SMD
J437          Conn_01x01 G        single_pin                    203.2000   -116.8400  203.2000   -116.8400     0.0    top       SMD
J547          Conn_01x01 G        single_pin                    231.1400   -116.8400  231.1400   -116.8400     0.0    top       SMD
J522          Conn_01x01 B        single_pin                    226.0600   -99.0600   226.0600   -99.0600      0.0    top       SMD
J367          Conn_01x01 G        single_pin                    185.4200   -116.8400  185.4200   -116.8400     0.0    top       SMD
J372          Conn_01x01 B        single_pin                    187.9600   -99.0600   187.9600   -99.0600      0.0    top       SMD
J432          Conn_01x01 B        single_pin                    203.2000   -99.0600   203.2000   -99.0600      0.0    top       SMD
J412          Conn_01x01 B        single_pin                    198.1200   -99.0600   198.1200   -99.0600      0.0    top       SMD
J362          Conn_01x01 B        single_pin                    185.4200   -99.0600   185.4200   -99.0600      0.0    top       SMD
J237          Conn_01x01 G        single_pin                    152.4000   -116.8400  152.4000   -116.8400     0.0    top       SMD
J622          Conn_01x01 B        single_pin                    251.4600   -99.0600   251.4600   -99.0600      0.0    top       SMD
J232          Conn_01x01 B        single_pin                    152.4000   -99.0600   152.4000   -99.0600      0.0    top       SMD
J212          Conn_01x01 B        single_pin                    147.3200   -99.0600   147.3200   -99.0600      0.0    top       SMD
J543          Conn_01x01 C        single_pin                    231.1400   -101.6000  231.1400   -101.6000     0.0    top       SMD
J433          Conn_01x01 C        single_pin                    203.2000   -101.6000  203.2000   -101.6000     0.0    top       SMD
J218          Conn_01x01 H        single_pin                    147.3200   -119.3800  147.3200   -119.3800     0.0    top       SMD
J58           Conn_01x01 H        single_pin                    106.6800   -119.3800  106.6800   -119.3800     0.0    top       SMD
J238          Conn_01x01 H        single_pin                    152.4000   -119.3800  152.4000   -119.3800     0.0    top       SMD
J523          Conn_01x01 C        single_pin                    226.0600   -101.6000  226.0600   -101.6000     0.0    top       SMD
J623          Conn_01x01 C        single_pin                    251.4600   -101.6000  251.4600   -101.6000     0.0    top       SMD
J53           Conn_01x01 C        single_pin                    106.6800   -101.6000  106.6800   -101.6000     0.0    top       SMD
J628          Conn_01x01 H        single_pin                    251.4600   -119.3800  251.4600   -119.3800     0.0    top       SMD
J528          Conn_01x01 H        single_pin                    226.0600   -119.3800  226.0600   -119.3800     0.0    top       SMD
J548          Conn_01x01 H        single_pin                    231.1400   -119.3800  231.1400   -119.3800     0.0    top       SMD
J373          Conn_01x01 C        single_pin                    187.9600   -101.6000  187.9600   -101.6000     0.0    top       SMD
J363          Conn_01x01 C        single_pin                    185.4200   -101.6000  185.4200   -101.6000     0.0    top       SMD
J233          Conn_01x01 C        single_pin                    152.4000   -101.6000  152.4000   -101.6000     0.0    top       SMD
J368          Conn_01x01 H        single_pin                    185.4200   -119.3800  185.4200   -119.3800     0.0    top       SMD
J418          Conn_01x01 H        single_pin                    198.1200   -119.3800  198.1200   -119.3800     0.0    top       SMD
J213          Conn_01x01 C        single_pin                    147.3200   -101.6000  147.3200   -101.6000     0.0    top       SMD
J413          Conn_01x01 C        single_pin                    198.1200   -101.6000  198.1200   -101.6000     0.0    top       SMD
J438          Conn_01x01 H        single_pin                    203.2000   -119.3800  203.2000   -119.3800     0.0    top       SMD
J544          Conn_01x01 D        single_pin                    231.1400   -104.1400  231.1400   -104.1400     0.0    top       SMD
J219          Conn_01x01 I        single_pin                    147.3200   -121.9200  147.3200   -121.9200     0.0    top       SMD
J54           Conn_01x01 D        single_pin                    106.6800   -104.1400  106.6800   -104.1400     0.0    top       SMD
J239          Conn_01x01 I        single_pin                    152.4000   -121.9200  152.4000   -121.9200     0.0    top       SMD
J629          Conn_01x01 I        single_pin                    251.4600   -121.9200  251.4600   -121.9200     0.0    top       SMD
J434          Conn_01x01 D        single_pin                    203.2000   -104.1400  203.2000   -104.1400     0.0    top       SMD
J549          Conn_01x01 I        single_pin                    231.1400   -121.9200  231.1400   -121.9200     0.0    top       SMD
J374          Conn_01x01 D        single_pin                    187.9600   -104.1400  187.9600   -104.1400     0.0    top       SMD
J624          Conn_01x01 D        single_pin                    251.4600   -104.1400  251.4600   -104.1400     0.0    top       SMD
J369          Conn_01x01 I        single_pin                    185.4200   -121.9200  185.4200   -121.9200     0.0    top       SMD
J364          Conn_01x01 D        single_pin                    185.4200   -104.1400  185.4200   -104.1400     0.0    top       SMD
J419          Conn_01x01 I        single_pin                    198.1200   -121.9200  198.1200   -121.9200     0.0    top       SMD
J529          Conn_01x01 I        single_pin                    226.0600   -121.9200  226.0600   -121.9200     0.0    top       SMD
J59           Conn_01x01 I        single_pin                    106.6800   -121.9200  106.6800   -121.9200     0.0    top       SMD
J379          Conn_01x01 I        single_pin                    187.9600   -121.9200  187.9600   -121.9200     0.0    top       SMD
J214          Conn_01x01 D        single_pin                    147.3200   -104.1400  147.3200   -104.1400     0.0    top       SMD
J524          Conn_01x01 D        single_pin                    226.0600   -104.1400  226.0600   -104.1400     0.0    top       SMD
J234          Conn_01x01 D        single_pin                    152.4000   -104.1400  152.4000   -104.1400     0.0    top       SMD
J414          Conn_01x01 D        single_pin                    198.1200   -104.1400  198.1200   -104.1400     0.0    top       SMD
J439          Conn_01x01 I        single_pin                    203.2000   -121.9200  203.2000   -121.9200     0.0    top       SMD
J375          Conn_01x01 E        single_pin                    187.9600   -106.6800  187.9600   -106.6800     0.0    top       SMD
J630          Conn_01x01 J        single_pin                    251.4600   -124.4600  251.4600   -124.4600     0.0    top       SMD
J215          Conn_01x01 E        single_pin                    147.3200   -106.6800  147.3200   -106.6800     0.0    top       SMD
J415          Conn_01x01 E        single_pin                    198.1200   -106.6800  198.1200   -106.6800     0.0    top       SMD
J550          Conn_01x01 J        single_pin                    231.1400   -124.4600  231.1400   -124.4600     0.0    top       SMD
J60           Conn_01x01 J        single_pin                    106.6800   -124.4600  106.6800   -124.4600     0.0    top       SMD
J235          Conn_01x01 E        single_pin                    152.4000   -106.6800  152.4000   -106.6800     0.0    top       SMD
J530          Conn_01x01 J        single_pin                    226.0600   -124.4600  226.0600   -124.4600     0.0    top       SMD
J220          Conn_01x01 J        single_pin                    147.3200   -124.4600  147.3200   -124.4600     0.0    top       SMD
J55           Conn_01x01 E        single_pin                    106.6800   -106.6800  106.6800   -106.6800     0.0    top       SMD
J545          Conn_01x01 E        single_pin                    231.1400   -106.6800  231.1400   -106.6800     0.0    top       SMD
J365          Conn_01x01 E        single_pin                    185.4200   -106.6800  185.4200   -106.6800     0.0    top       SMD
J380          Conn_01x01 J        single_pin                    187.9600   -124.4600  187.9600   -124.4600     0.0    top       SMD
J370          Conn_01x01 J        single_pin                    185.4200   -124.4600  185.4200   -124.4600     0.0    top       SMD
J420          Conn_01x01 J        single_pin                    198.1200   -124.4600  198.1200   -124.4600     0.0    top       SMD
J435          Conn_01x01 E        single_pin                    203.2000   -106.6800  203.2000   -106.6800     0.0    top       SMD
J525          Conn_01x01 E        single_pin                    226.0600   -106.6800  226.0600   -106.6800     0.0    top       SMD
J440          Conn_01x01 J        single_pin                    203.2000   -124.4600  203.2000   -124.4600     0.0    top       SMD
J625          Conn_01x01 E        single_pin                    251.4600   -106.6800  251.4600   -106.6800     0.0    top       SMD
J240          Conn_01x01 J        single_pin                    152.4000   -124.4600  152.4000   -124.4600     0.0    top       SMD
J9            Conn_01x01 I        single_pin                    93.9800    -121.9200  93.9800    -121.9200     0.0    top       SMD
J10           Conn_01x01 J        single_pin                    93.9800    -124.4600  93.9800    -124.4600     0.0    top       SMD
J7            Conn_01x01 G        single_pin                    93.9800    -116.8400  93.9800    -116.8400     0.0    top       SMD
J8            Conn_01x01 H        single_pin                    93.9800    -119.3800  93.9800    -119.3800     0.0    top       SMD
J830          Conn_01x01 A        single_pin                    93.9800    -96.5200   93.9800    -96.5200      0.0    top       SMD
J708          Conn_01x01          single_pin                    98.4200    -62.4000   98.4200    -62.4000      0.0    top       SMD
J507          Conn_01x01 G        single_pin                    220.9800   -116.8400  220.9800   -116.8400     0.0    top       SMD
J710          Conn_01x01          single_pin                    98.4200    -67.8000   98.4200    -67.8000      0.0    top       SMD
J783          Conn_01x01          single_pin                    64.0200    -51.6000   64.0200    -51.6000      0.0    top       SMD
J820          Conn_01x01          single_pin                    74.8200    -43.5000   74.8200    -43.5000      0.0    top       SMD
J812          Conn_01x01          single_pin                    72.1200    -48.9000   72.1200    -48.9000      0.0    top       SMD
J806          Conn_01x01          single_pin                    69.4200    -59.7000   69.4200    -59.7000      0.0    top       SMD
J510          Conn_01x01 J        single_pin                    220.9800   -124.4600  220.9800   -124.4600     0.0    top       SMD
J666          Conn_01x01          single_pin                    87.6200    -57.0000   87.6200    -57.0000      0.0    top       SMD
J766          Conn_01x01          single_pin                    58.6200    -59.7000   58.6200    -59.7000      0.0    top       SMD
J750          Conn_01x01          single_pin                    55.9200    -43.5000   55.9200    -43.5000      0.0    top       SMD
J760          Conn_01x01          single_pin                    58.6200    -43.5000   58.6200    -43.5000      0.0    top       SMD
J801          Conn_01x01          single_pin                    69.4200    -46.2000   69.4200    -46.2000      0.0    top       SMD
J729          Conn_01x01          single_pin                    103.8200   -65.1000   103.8200   -65.1000      0.0    top       SMD
J30           Conn_01x01 J        single_pin                    99.0600    -124.4600  99.0600    -124.4600     0.0    top       SMD
J743          Conn_01x01          single_pin                    53.2200    -51.6000   53.2200    -51.6000      0.0    top       SMD
J707          Conn_01x01          single_pin                    98.4200    -59.7000   98.4200    -59.7000      0.0    top       SMD
J504          Conn_01x01 D        single_pin                    220.9800   -104.1400  220.9800   -104.1400     0.0    top       SMD
J667          Conn_01x01          single_pin                    87.6200    -59.7000   87.6200    -59.7000      0.0    top       SMD
J712          Conn_01x01          single_pin                    101.1200   -46.2000   101.1200   -46.2000      0.0    top       SMD
J694          Conn_01x01          single_pin                    95.7200    -51.6000   95.7200    -51.6000      0.0    top       SMD
J691          Conn_01x01          single_pin                    95.7200    -43.5000   95.7200    -43.5000      0.0    top       SMD
J723          Conn_01x01          single_pin                    103.8200   -48.9000   103.8200   -48.9000      0.0    top       SMD
J797          Conn_01x01          single_pin                    66.7200    -62.4000   66.7200    -62.4000      0.0    top       SMD
J85           Conn_01x01 E        single_pin                    114.3000   -106.6800  114.3000   -106.6800     0.0    top       SMD
J12           Conn_01x01 B        single_pin                    96.5200    -99.0600   96.5200    -99.0600      0.0    top       SMD
J653          Conn_01x01          single_pin                    84.9200    -48.9000   84.9200    -48.9000      0.0    top       SMD
J774          Conn_01x01          single_pin                    61.3200    -54.3000   61.3200    -54.3000      0.0    top       SMD
J255          Conn_01x01 E        single_pin                    157.4800   -106.6800  157.4800   -106.6800     0.0    top       SMD
J798          Conn_01x01          single_pin                    66.7200    -65.1000   66.7200    -65.1000      0.0    top       SMD
J689          Conn_01x01          single_pin                    93.0200    -65.1000   93.0200    -65.1000      0.0    top       SMD
J26           Conn_01x01 F        single_pin                    99.0600    -114.3000  99.0600    -114.3000     0.0    top       SMD
J722          Conn_01x01          single_pin                    103.8200   -46.2000   103.8200   -46.2000      0.0    top       SMD
J721          Conn_01x01          single_pin                    103.8200   -43.5000   103.8200   -43.5000      0.0    top       SMD
J745          Conn_01x01          single_pin                    53.2200    -57.0000   53.2200    -57.0000      0.0    top       SMD
J5            Conn_01x01 E        single_pin                    93.9800    -106.6800  93.9800    -106.6800     0.0    top       SMD
J699          Conn_01x01          single_pin                    95.7200    -65.1000   95.7200    -65.1000      0.0    top       SMD
J4            Conn_01x01 D        single_pin                    93.9800    -104.1400  93.9800    -104.1400     0.0    top       SMD
J773          Conn_01x01          single_pin                    61.3200    -51.6000   61.3200    -51.6000      0.0    top       SMD
J804          Conn_01x01          single_pin                    69.4200    -54.3000   69.4200    -54.3000      0.0    top       SMD
J260          Conn_01x01 J        single_pin                    157.4800   -124.4600  157.4800   -124.4600     0.0    top       SMD
J776          Conn_01x01          single_pin                    61.3200    -59.7000   61.3200    -59.7000      0.0    top       SMD
J701          Conn_01x01          single_pin                    98.4200    -43.5000   98.4200    -43.5000      0.0    top       SMD
